,0,1
2082,1056,1126
2083,1056,1127
2084,1056,1134
2085,1056,1269
2086,1056,1270
2087,1056,1273
2088,1056,1274
2089,1057,712
2090,1057,713
2091,1057,724
2092,1057,725
2093,1057,732
2094,1057,733
2095,1057,776
2096,1057,777
2097,1057,782
2098,1057,783
2099,1057,826
2100,1057,827
2101,1057,834
2102,1057,835
2103,1057,1024
2104,1057,1025
2105,1057,1031
2106,1057,1032
2107,1057,1075
2108,1057,1076
2109,1057,1081
2110,1057,1082
2111,1057,1126
2112,1057,1127
2113,1057,1133
2114,1057,1134
2115,1057,1269
2116,1057,1270
2117,1057,1273
2118,1057,1274
2119,1063,1273
2120,1063,1274
2121,1064,1273
2122,1064,1274
2123,1065,1314
2124,1073,1315
2125,1073,1316
2126,1073,1322
2127,1073,1323
2128,1074,1315
2129,1074,1316
2130,1074,1322
2131,1074,1323
2132,1076,694
2133,1076,1325
